********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	0                   	0                   	1                   	30                  	
1                   	1                   	1                   	1                   	30                  	
2                   	5                   	1                   	1                   	30                  	
3                   	6                   	1                   	1                   	30                  	
4                   	6                   	1                   	1                   	30                  	
5                   	7                   	0                   	1                   	30                  	
6                   	7                   	1                   	1                   	30                  	
7                   	6                   	0                   	1                   	30                  	
8                   	6                   	0                   	1                   	30                  	
9                   	5                   	0                   	1                   	30                  	
10                  	1                   	0                   	1                   	30                  	
11                  	4                   	0                   	1                   	30                  	
12                  	6                   	1                   	1                   	30                  	
13                  	0                   	0                   	1                   	30                  	
14                  	4                   	0                   	1                   	30                  	
15                  	1                   	0                   	1                   	30                  	
16                  	7                   	0                   	1                   	30                  	
17                  	7                   	0                   	1                   	30                  	
18                  	4                   	0                   	1                   	30                  	
19                  	8                   	0                   	1                   	30                  	
20                  	3                   	1                   	1                   	30                  	
21                  	4                   	0                   	1                   	30                  	
22                  	3                   	0                   	1                   	30                  	
23                  	1                   	1                   	1                   	30                  	
24                  	5                   	1                   	1                   	30                  	
25                  	8                   	1                   	1                   	30                  	
26                  	1                   	1                   	1                   	30                  	
27                  	8                   	0                   	1                   	30                  	
28                  	1                   	1                   	1                   	30                  	
29                  	3                   	0                   	1                   	30                  	
30                  	5                   	0                   	1                   	30                  	
31                  	9                   	0                   	1                   	30                  	
32                  	8                   	1                   	1                   	30                  	
33                  	7                   	0                   	1                   	30                  	
34                  	0                   	1                   	1                   	30                  	
35                  	9                   	1                   	1                   	30                  	
36                  	2                   	1                   	1                   	30                  	
37                  	4                   	1                   	1                   	30                  	
38                  	9                   	0                   	1                   	30                  	
39                  	2                   	0                   	1                   	30                  	
40                  	1                   	1                   	0                   	30                  	
41                  	1                   	0                   	0                   	60                  	
42                  	0                   	0                   	0                   	30                  	
43                  	1                   	0                   	0                   	60                  	
44                  	3                   	1                   	0                   	30                  	
45                  	2                   	0                   	0                   	60                  	
46                  	7                   	1                   	0                   	60                  	
47                  	8                   	1                   	0                   	60                  	
48                  	6                   	0                   	0                   	60                  	
49                  	5                   	1                   	0                   	60                  	
50                  	5                   	1                   	0                   	60                  	
51                  	5                   	1                   	0                   	60                  	
52                  	1                   	0                   	0                   	60                  	
53                  	2                   	0                   	0                   	30                  	
54                  	8                   	1                   	0                   	60                  	
55                  	7                   	1                   	0                   	30                  	
56                  	3                   	1                   	0                   	60                  	
57                  	1                   	0                   	0                   	30                  	
58                  	8                   	0                   	0                   	60                  	
59                  	5                   	1                   	0                   	30                  	
60                  	9                   	1                   	0                   	60                  	
61                  	3                   	0                   	0                   	60                  	
62                  	0                   	1                   	0                   	60                  	
63                  	6                   	1                   	0                   	60                  	
64                  	4                   	1                   	0                   	60                  	
65                  	4                   	0                   	0                   	60                  	
66                  	3                   	1                   	0                   	30                  	
67                  	2                   	0                   	0                   	60                  	
68                  	4                   	1                   	0                   	30                  	
69                  	4                   	1                   	0                   	30                  	
70                  	6                   	1                   	0                   	60                  	
71                  	0                   	0                   	0                   	30                  	
72                  	8                   	1                   	0                   	60                  	
73                  	4                   	0                   	0                   	60                  	
74                  	9                   	0                   	0                   	60                  	
75                  	1                   	1                   	0                   	30                  	
76                  	1                   	1                   	0                   	60                  	
77                  	3                   	1                   	0                   	30                  	
78                  	2                   	0                   	0                   	60                  	
79                  	0                   	1                   	0                   	60                  	
80                  	7                   	1                   	0                   	60                  	
81                  	0                   	1                   	0                   	60                  	
82                  	4                   	1                   	0                   	30                  	
83                  	8                   	1                   	0                   	60                  	
84                  	3                   	1                   	0                   	60                  	
85                  	5                   	0                   	0                   	30                  	
86                  	3                   	0                   	0                   	60                  	
87                  	7                   	0                   	0                   	30                  	
88                  	3                   	1                   	0                   	60                  	
89                  	5                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
