********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	1                   	0                   	1                   	30                  	
1                   	3                   	1                   	1                   	30                  	
2                   	1                   	0                   	1                   	30                  	
3                   	1                   	1                   	1                   	30                  	
4                   	6                   	1                   	1                   	30                  	
5                   	6                   	1                   	1                   	30                  	
6                   	2                   	1                   	1                   	30                  	
7                   	0                   	1                   	1                   	30                  	
8                   	3                   	0                   	1                   	30                  	
9                   	3                   	1                   	1                   	30                  	
10                  	4                   	0                   	1                   	30                  	
11                  	6                   	1                   	1                   	30                  	
12                  	3                   	0                   	1                   	30                  	
13                  	2                   	0                   	1                   	30                  	
14                  	2                   	0                   	1                   	30                  	
15                  	6                   	1                   	1                   	30                  	
16                  	8                   	0                   	1                   	30                  	
17                  	4                   	0                   	1                   	30                  	
18                  	6                   	1                   	1                   	30                  	
19                  	2                   	1                   	1                   	30                  	
20                  	5                   	0                   	1                   	30                  	
21                  	6                   	0                   	1                   	30                  	
22                  	5                   	1                   	1                   	30                  	
23                  	6                   	1                   	1                   	30                  	
24                  	9                   	1                   	1                   	30                  	
25                  	4                   	0                   	1                   	30                  	
26                  	8                   	1                   	1                   	30                  	
27                  	8                   	0                   	1                   	30                  	
28                  	8                   	1                   	1                   	30                  	
29                  	0                   	0                   	1                   	30                  	
30                  	1                   	1                   	1                   	30                  	
31                  	5                   	0                   	1                   	30                  	
32                  	9                   	0                   	1                   	30                  	
33                  	7                   	0                   	1                   	30                  	
34                  	6                   	0                   	1                   	30                  	
35                  	1                   	1                   	1                   	30                  	
36                  	3                   	0                   	1                   	30                  	
37                  	0                   	0                   	1                   	30                  	
38                  	9                   	1                   	1                   	30                  	
39                  	4                   	1                   	1                   	30                  	
40                  	7                   	1                   	0                   	30                  	
41                  	9                   	1                   	0                   	60                  	
42                  	4                   	1                   	0                   	60                  	
43                  	2                   	0                   	0                   	30                  	
44                  	7                   	0                   	0                   	60                  	
45                  	9                   	1                   	0                   	60                  	
46                  	1                   	0                   	0                   	60                  	
47                  	0                   	0                   	0                   	60                  	
48                  	1                   	1                   	0                   	60                  	
49                  	3                   	1                   	0                   	30                  	
50                  	7                   	1                   	0                   	60                  	
51                  	3                   	1                   	0                   	60                  	
52                  	9                   	0                   	0                   	30                  	
53                  	1                   	0                   	0                   	60                  	
54                  	1                   	0                   	0                   	60                  	
55                  	6                   	1                   	0                   	60                  	
56                  	3                   	1                   	0                   	60                  	
57                  	5                   	0                   	0                   	60                  	
58                  	8                   	1                   	0                   	60                  	
59                  	2                   	0                   	0                   	60                  	
60                  	2                   	1                   	0                   	60                  	
61                  	4                   	0                   	0                   	60                  	
62                  	1                   	1                   	0                   	60                  	
63                  	2                   	1                   	0                   	30                  	
64                  	7                   	1                   	0                   	60                  	
65                  	7                   	1                   	0                   	60                  	
66                  	5                   	0                   	0                   	60                  	
67                  	0                   	0                   	0                   	30                  	
68                  	7                   	0                   	0                   	30                  	
69                  	9                   	1                   	0                   	60                  	
70                  	2                   	0                   	0                   	60                  	
71                  	6                   	1                   	0                   	60                  	
72                  	4                   	0                   	0                   	30                  	
73                  	3                   	1                   	0                   	60                  	
74                  	3                   	1                   	0                   	60                  	
75                  	4                   	0                   	0                   	60                  	
76                  	9                   	0                   	0                   	60                  	
77                  	1                   	0                   	0                   	60                  	
78                  	8                   	0                   	0                   	60                  	
79                  	5                   	1                   	0                   	60                  	
80                  	2                   	0                   	0                   	60                  	
81                  	2                   	0                   	0                   	60                  	
82                  	4                   	1                   	0                   	60                  	
83                  	8                   	0                   	0                   	60                  	
84                  	8                   	1                   	0                   	60                  	
85                  	2                   	1                   	0                   	30                  	
86                  	2                   	0                   	0                   	60                  	
87                  	9                   	0                   	0                   	60                  	
88                  	9                   	0                   	0                   	60                  	
89                  	0                   	1                   	0                   	30                  	
********************************************************************************************************************************************************************************************************
