********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	3                   	1                   	1                   	30                  	
1                   	8                   	1                   	1                   	30                  	
2                   	0                   	0                   	1                   	30                  	
3                   	3                   	0                   	1                   	30                  	
4                   	2                   	0                   	1                   	30                  	
5                   	4                   	0                   	1                   	30                  	
6                   	5                   	0                   	1                   	30                  	
7                   	1                   	1                   	1                   	30                  	
8                   	7                   	1                   	1                   	30                  	
9                   	0                   	1                   	1                   	30                  	
10                  	2                   	0                   	1                   	30                  	
11                  	5                   	1                   	1                   	30                  	
12                  	6                   	0                   	1                   	30                  	
13                  	4                   	0                   	1                   	30                  	
14                  	6                   	1                   	1                   	30                  	
15                  	4                   	0                   	1                   	30                  	
16                  	1                   	1                   	1                   	30                  	
17                  	9                   	0                   	1                   	30                  	
18                  	0                   	1                   	1                   	30                  	
19                  	6                   	0                   	1                   	30                  	
20                  	4                   	0                   	1                   	30                  	
21                  	4                   	1                   	1                   	30                  	
22                  	7                   	0                   	1                   	30                  	
23                  	6                   	1                   	1                   	30                  	
24                  	2                   	1                   	1                   	30                  	
25                  	6                   	1                   	1                   	30                  	
26                  	6                   	1                   	1                   	30                  	
27                  	3                   	1                   	1                   	30                  	
28                  	6                   	0                   	1                   	30                  	
29                  	1                   	1                   	1                   	30                  	
30                  	8                   	1                   	1                   	30                  	
31                  	1                   	0                   	1                   	30                  	
32                  	1                   	1                   	1                   	30                  	
33                  	8                   	0                   	1                   	30                  	
34                  	0                   	1                   	1                   	30                  	
35                  	3                   	1                   	1                   	30                  	
36                  	3                   	1                   	1                   	30                  	
37                  	4                   	0                   	1                   	30                  	
38                  	0                   	1                   	1                   	30                  	
39                  	1                   	1                   	1                   	30                  	
40                  	8                   	0                   	0                   	60                  	
41                  	7                   	1                   	0                   	60                  	
42                  	2                   	0                   	0                   	60                  	
43                  	9                   	0                   	0                   	60                  	
44                  	1                   	1                   	0                   	60                  	
45                  	6                   	1                   	0                   	60                  	
46                  	1                   	1                   	0                   	60                  	
47                  	8                   	0                   	0                   	60                  	
48                  	4                   	0                   	0                   	60                  	
49                  	9                   	0                   	0                   	60                  	
50                  	9                   	0                   	0                   	30                  	
51                  	5                   	0                   	0                   	60                  	
52                  	3                   	1                   	0                   	60                  	
53                  	9                   	0                   	0                   	60                  	
54                  	4                   	1                   	0                   	60                  	
55                  	8                   	1                   	0                   	60                  	
56                  	0                   	1                   	0                   	60                  	
57                  	1                   	0                   	0                   	60                  	
58                  	6                   	0                   	0                   	60                  	
59                  	2                   	1                   	0                   	60                  	
60                  	3                   	1                   	0                   	60                  	
61                  	4                   	0                   	0                   	60                  	
62                  	4                   	1                   	0                   	60                  	
63                  	2                   	0                   	0                   	60                  	
64                  	3                   	0                   	0                   	60                  	
65                  	9                   	0                   	0                   	60                  	
66                  	5                   	1                   	0                   	30                  	
67                  	1                   	1                   	0                   	30                  	
68                  	8                   	1                   	0                   	60                  	
69                  	2                   	0                   	0                   	60                  	
70                  	3                   	1                   	0                   	60                  	
71                  	4                   	0                   	0                   	60                  	
72                  	3                   	0                   	0                   	60                  	
73                  	1                   	0                   	0                   	60                  	
74                  	2                   	0                   	0                   	60                  	
75                  	1                   	0                   	0                   	30                  	
76                  	0                   	1                   	0                   	60                  	
77                  	0                   	1                   	0                   	60                  	
78                  	9                   	1                   	0                   	60                  	
79                  	9                   	1                   	0                   	60                  	
80                  	8                   	1                   	0                   	60                  	
81                  	9                   	1                   	0                   	60                  	
82                  	9                   	1                   	0                   	60                  	
83                  	9                   	1                   	0                   	60                  	
84                  	7                   	1                   	0                   	60                  	
85                  	7                   	0                   	0                   	60                  	
86                  	5                   	1                   	0                   	60                  	
87                  	1                   	0                   	0                   	30                  	
88                  	7                   	0                   	0                   	30                  	
89                  	4                   	0                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
