********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	7                   	0                   	1                   	30                  	
1                   	4                   	1                   	1                   	30                  	
2                   	1                   	1                   	1                   	30                  	
3                   	3                   	1                   	1                   	30                  	
4                   	6                   	0                   	1                   	30                  	
5                   	3                   	1                   	1                   	30                  	
6                   	5                   	0                   	1                   	30                  	
7                   	7                   	0                   	1                   	30                  	
8                   	8                   	1                   	1                   	30                  	
9                   	9                   	0                   	1                   	30                  	
10                  	7                   	0                   	1                   	30                  	
11                  	1                   	0                   	1                   	30                  	
12                  	9                   	1                   	1                   	30                  	
13                  	2                   	0                   	1                   	30                  	
14                  	8                   	0                   	1                   	30                  	
15                  	7                   	0                   	1                   	30                  	
16                  	8                   	1                   	1                   	30                  	
17                  	0                   	1                   	1                   	30                  	
18                  	5                   	1                   	1                   	30                  	
19                  	8                   	0                   	1                   	30                  	
20                  	3                   	1                   	1                   	30                  	
21                  	2                   	0                   	1                   	30                  	
22                  	2                   	0                   	1                   	30                  	
23                  	0                   	1                   	1                   	30                  	
24                  	6                   	1                   	1                   	30                  	
25                  	7                   	1                   	1                   	30                  	
26                  	2                   	1                   	1                   	30                  	
27                  	0                   	1                   	1                   	30                  	
28                  	8                   	1                   	1                   	30                  	
29                  	8                   	0                   	1                   	30                  	
30                  	7                   	0                   	1                   	30                  	
31                  	2                   	0                   	1                   	30                  	
32                  	5                   	1                   	1                   	30                  	
33                  	8                   	1                   	1                   	30                  	
34                  	2                   	0                   	1                   	30                  	
35                  	6                   	0                   	1                   	30                  	
36                  	6                   	1                   	1                   	30                  	
37                  	4                   	0                   	1                   	30                  	
38                  	4                   	0                   	1                   	30                  	
39                  	2                   	0                   	1                   	30                  	
40                  	2                   	1                   	0                   	60                  	
41                  	4                   	1                   	0                   	60                  	
42                  	3                   	1                   	0                   	60                  	
43                  	8                   	0                   	0                   	30                  	
44                  	9                   	0                   	0                   	60                  	
45                  	5                   	1                   	0                   	60                  	
46                  	4                   	1                   	0                   	60                  	
47                  	8                   	0                   	0                   	60                  	
48                  	0                   	0                   	0                   	30                  	
49                  	2                   	1                   	0                   	60                  	
50                  	9                   	0                   	0                   	60                  	
51                  	5                   	0                   	0                   	30                  	
52                  	7                   	1                   	0                   	60                  	
53                  	5                   	0                   	0                   	30                  	
54                  	8                   	0                   	0                   	60                  	
55                  	4                   	1                   	0                   	60                  	
56                  	8                   	1                   	0                   	60                  	
57                  	3                   	1                   	0                   	60                  	
58                  	1                   	1                   	0                   	60                  	
59                  	8                   	1                   	0                   	60                  	
60                  	6                   	1                   	0                   	30                  	
61                  	9                   	0                   	0                   	60                  	
62                  	8                   	1                   	0                   	30                  	
63                  	8                   	1                   	0                   	60                  	
64                  	9                   	1                   	0                   	60                  	
65                  	8                   	1                   	0                   	60                  	
66                  	0                   	0                   	0                   	60                  	
67                  	2                   	0                   	0                   	30                  	
68                  	1                   	1                   	0                   	60                  	
69                  	7                   	0                   	0                   	60                  	
70                  	2                   	1                   	0                   	60                  	
71                  	6                   	0                   	0                   	60                  	
72                  	9                   	0                   	0                   	30                  	
73                  	2                   	1                   	0                   	60                  	
74                  	9                   	1                   	0                   	60                  	
75                  	3                   	0                   	0                   	60                  	
76                  	6                   	1                   	0                   	60                  	
77                  	7                   	1                   	0                   	60                  	
78                  	7                   	0                   	0                   	30                  	
79                  	4                   	1                   	0                   	30                  	
80                  	2                   	1                   	0                   	60                  	
81                  	4                   	0                   	0                   	60                  	
82                  	5                   	0                   	0                   	30                  	
83                  	7                   	1                   	0                   	60                  	
84                  	0                   	1                   	0                   	60                  	
85                  	1                   	0                   	0                   	30                  	
86                  	2                   	1                   	0                   	60                  	
87                  	9                   	1                   	0                   	60                  	
88                  	2                   	0                   	0                   	30                  	
89                  	2                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
