********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	1                   	0                   	1                   	30                  	
1                   	2                   	1                   	1                   	30                  	
2                   	0                   	0                   	1                   	30                  	
3                   	1                   	1                   	1                   	30                  	
4                   	6                   	1                   	1                   	30                  	
5                   	1                   	1                   	1                   	30                  	
6                   	8                   	1                   	1                   	30                  	
7                   	0                   	0                   	1                   	30                  	
8                   	1                   	0                   	1                   	30                  	
9                   	0                   	0                   	1                   	30                  	
10                  	5                   	1                   	1                   	30                  	
11                  	0                   	0                   	1                   	30                  	
12                  	2                   	0                   	1                   	30                  	
13                  	5                   	1                   	1                   	30                  	
14                  	5                   	1                   	1                   	30                  	
15                  	6                   	0                   	1                   	30                  	
16                  	1                   	1                   	1                   	30                  	
17                  	3                   	0                   	1                   	30                  	
18                  	3                   	0                   	1                   	30                  	
19                  	7                   	1                   	1                   	30                  	
20                  	5                   	1                   	1                   	30                  	
21                  	6                   	1                   	1                   	30                  	
22                  	7                   	0                   	1                   	30                  	
23                  	6                   	0                   	1                   	30                  	
24                  	1                   	1                   	1                   	30                  	
25                  	4                   	0                   	1                   	30                  	
26                  	4                   	1                   	1                   	30                  	
27                  	5                   	0                   	1                   	30                  	
28                  	3                   	1                   	1                   	30                  	
29                  	8                   	0                   	1                   	30                  	
30                  	0                   	0                   	1                   	30                  	
31                  	4                   	0                   	1                   	30                  	
32                  	8                   	0                   	1                   	30                  	
33                  	7                   	1                   	1                   	30                  	
34                  	6                   	1                   	1                   	30                  	
35                  	6                   	1                   	1                   	30                  	
36                  	1                   	0                   	1                   	30                  	
37                  	4                   	1                   	1                   	30                  	
38                  	8                   	1                   	1                   	30                  	
39                  	9                   	1                   	1                   	30                  	
40                  	4                   	1                   	0                   	60                  	
41                  	1                   	0                   	0                   	30                  	
42                  	8                   	1                   	0                   	30                  	
43                  	5                   	0                   	0                   	60                  	
44                  	5                   	1                   	0                   	30                  	
45                  	4                   	1                   	0                   	30                  	
46                  	4                   	0                   	0                   	60                  	
47                  	8                   	0                   	0                   	60                  	
48                  	1                   	1                   	0                   	60                  	
49                  	9                   	1                   	0                   	60                  	
50                  	6                   	1                   	0                   	60                  	
51                  	8                   	0                   	0                   	60                  	
52                  	3                   	1                   	0                   	60                  	
53                  	4                   	1                   	0                   	60                  	
54                  	8                   	1                   	0                   	60                  	
55                  	0                   	0                   	0                   	60                  	
56                  	7                   	1                   	0                   	60                  	
57                  	9                   	1                   	0                   	30                  	
58                  	9                   	0                   	0                   	60                  	
59                  	3                   	0                   	0                   	60                  	
60                  	0                   	1                   	0                   	60                  	
61                  	0                   	0                   	0                   	60                  	
62                  	9                   	0                   	0                   	60                  	
63                  	8                   	0                   	0                   	60                  	
64                  	5                   	0                   	0                   	60                  	
65                  	7                   	1                   	0                   	60                  	
66                  	7                   	1                   	0                   	30                  	
67                  	8                   	1                   	0                   	60                  	
68                  	1                   	1                   	0                   	60                  	
69                  	5                   	1                   	0                   	30                  	
70                  	2                   	1                   	0                   	60                  	
71                  	3                   	1                   	0                   	60                  	
72                  	1                   	0                   	0                   	60                  	
73                  	2                   	0                   	0                   	60                  	
74                  	6                   	0                   	0                   	60                  	
75                  	7                   	0                   	0                   	60                  	
76                  	7                   	1                   	0                   	60                  	
77                  	4                   	0                   	0                   	60                  	
78                  	7                   	1                   	0                   	60                  	
79                  	3                   	1                   	0                   	60                  	
80                  	9                   	0                   	0                   	60                  	
81                  	0                   	0                   	0                   	60                  	
82                  	3                   	0                   	0                   	60                  	
83                  	5                   	1                   	0                   	60                  	
84                  	5                   	1                   	0                   	60                  	
85                  	8                   	1                   	0                   	60                  	
86                  	1                   	1                   	0                   	60                  	
87                  	4                   	0                   	0                   	60                  	
88                  	9                   	1                   	0                   	60                  	
89                  	8                   	0                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
