********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	8                   	0                   	1                   	30                  	
1                   	4                   	1                   	1                   	30                  	
2                   	3                   	0                   	1                   	30                  	
3                   	9                   	0                   	1                   	30                  	
4                   	3                   	0                   	1                   	30                  	
5                   	3                   	0                   	1                   	30                  	
6                   	9                   	0                   	1                   	30                  	
7                   	5                   	0                   	1                   	30                  	
8                   	8                   	0                   	1                   	30                  	
9                   	8                   	0                   	1                   	30                  	
10                  	7                   	1                   	1                   	30                  	
11                  	7                   	1                   	1                   	30                  	
12                  	4                   	0                   	1                   	30                  	
13                  	4                   	0                   	1                   	30                  	
14                  	2                   	0                   	1                   	30                  	
15                  	6                   	1                   	1                   	30                  	
16                  	1                   	1                   	1                   	30                  	
17                  	9                   	1                   	1                   	30                  	
18                  	3                   	0                   	1                   	30                  	
19                  	0                   	1                   	1                   	30                  	
20                  	5                   	0                   	1                   	30                  	
21                  	0                   	1                   	1                   	30                  	
22                  	4                   	1                   	1                   	30                  	
23                  	7                   	0                   	1                   	30                  	
24                  	1                   	0                   	1                   	30                  	
25                  	4                   	1                   	1                   	30                  	
26                  	6                   	0                   	1                   	30                  	
27                  	9                   	0                   	1                   	30                  	
28                  	5                   	0                   	1                   	30                  	
29                  	6                   	1                   	1                   	30                  	
30                  	5                   	0                   	1                   	30                  	
31                  	8                   	0                   	1                   	30                  	
32                  	0                   	0                   	1                   	30                  	
33                  	5                   	0                   	1                   	30                  	
34                  	4                   	0                   	1                   	30                  	
35                  	7                   	1                   	1                   	30                  	
36                  	5                   	1                   	1                   	30                  	
37                  	6                   	1                   	1                   	30                  	
38                  	5                   	1                   	1                   	30                  	
39                  	6                   	1                   	1                   	30                  	
40                  	1                   	1                   	0                   	60                  	
41                  	8                   	0                   	0                   	30                  	
42                  	8                   	1                   	0                   	60                  	
43                  	2                   	0                   	0                   	30                  	
44                  	6                   	0                   	0                   	60                  	
45                  	1                   	0                   	0                   	60                  	
46                  	9                   	1                   	0                   	60                  	
47                  	5                   	1                   	0                   	60                  	
48                  	1                   	0                   	0                   	60                  	
49                  	7                   	0                   	0                   	60                  	
50                  	8                   	0                   	0                   	60                  	
51                  	9                   	0                   	0                   	60                  	
52                  	1                   	0                   	0                   	60                  	
53                  	8                   	0                   	0                   	30                  	
54                  	3                   	1                   	0                   	60                  	
55                  	5                   	1                   	0                   	60                  	
56                  	8                   	0                   	0                   	60                  	
57                  	3                   	0                   	0                   	60                  	
58                  	1                   	0                   	0                   	30                  	
59                  	2                   	0                   	0                   	60                  	
60                  	2                   	0                   	0                   	60                  	
61                  	8                   	1                   	0                   	60                  	
62                  	7                   	0                   	0                   	60                  	
63                  	7                   	1                   	0                   	60                  	
64                  	2                   	1                   	0                   	60                  	
65                  	4                   	0                   	0                   	60                  	
66                  	9                   	0                   	0                   	60                  	
67                  	4                   	1                   	0                   	60                  	
68                  	2                   	0                   	0                   	60                  	
69                  	5                   	1                   	0                   	60                  	
70                  	4                   	0                   	0                   	30                  	
71                  	9                   	0                   	0                   	30                  	
72                  	5                   	0                   	0                   	60                  	
73                  	2                   	1                   	0                   	60                  	
74                  	1                   	0                   	0                   	60                  	
75                  	8                   	0                   	0                   	60                  	
76                  	1                   	1                   	0                   	30                  	
77                  	2                   	0                   	0                   	30                  	
78                  	9                   	1                   	0                   	30                  	
79                  	9                   	0                   	0                   	30                  	
80                  	9                   	0                   	0                   	60                  	
81                  	9                   	1                   	0                   	60                  	
82                  	7                   	0                   	0                   	60                  	
83                  	9                   	0                   	0                   	30                  	
84                  	6                   	0                   	0                   	60                  	
85                  	8                   	1                   	0                   	60                  	
86                  	3                   	0                   	0                   	30                  	
87                  	5                   	0                   	0                   	60                  	
88                  	7                   	1                   	0                   	60                  	
89                  	3                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
