********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	6                   	0                   	1                   	30                  	
1                   	2                   	0                   	1                   	30                  	
2                   	3                   	0                   	1                   	30                  	
3                   	0                   	0                   	1                   	30                  	
4                   	1                   	1                   	1                   	30                  	
5                   	3                   	0                   	1                   	30                  	
6                   	9                   	0                   	1                   	30                  	
7                   	9                   	1                   	1                   	30                  	
8                   	0                   	1                   	1                   	30                  	
9                   	4                   	0                   	1                   	30                  	
10                  	2                   	0                   	1                   	30                  	
11                  	8                   	0                   	1                   	30                  	
12                  	6                   	1                   	1                   	30                  	
13                  	1                   	0                   	1                   	30                  	
14                  	5                   	0                   	1                   	30                  	
15                  	1                   	1                   	1                   	30                  	
16                  	3                   	1                   	1                   	30                  	
17                  	1                   	1                   	1                   	30                  	
18                  	2                   	0                   	1                   	30                  	
19                  	9                   	0                   	1                   	30                  	
20                  	5                   	0                   	1                   	30                  	
21                  	3                   	0                   	1                   	30                  	
22                  	7                   	1                   	1                   	30                  	
23                  	6                   	0                   	1                   	30                  	
24                  	2                   	1                   	1                   	30                  	
25                  	6                   	1                   	1                   	30                  	
26                  	4                   	1                   	1                   	30                  	
27                  	0                   	0                   	1                   	30                  	
28                  	3                   	0                   	1                   	30                  	
29                  	8                   	0                   	1                   	30                  	
30                  	5                   	1                   	1                   	30                  	
31                  	9                   	1                   	1                   	30                  	
32                  	4                   	0                   	1                   	30                  	
33                  	8                   	0                   	1                   	30                  	
34                  	9                   	0                   	1                   	30                  	
35                  	8                   	1                   	1                   	30                  	
36                  	6                   	1                   	1                   	30                  	
37                  	5                   	0                   	1                   	30                  	
38                  	2                   	1                   	1                   	30                  	
39                  	7                   	1                   	1                   	30                  	
40                  	2                   	0                   	0                   	30                  	
41                  	0                   	1                   	0                   	60                  	
42                  	3                   	0                   	0                   	60                  	
43                  	0                   	0                   	0                   	30                  	
44                  	1                   	0                   	0                   	60                  	
45                  	4                   	1                   	0                   	60                  	
46                  	9                   	0                   	0                   	30                  	
47                  	7                   	1                   	0                   	60                  	
48                  	6                   	1                   	0                   	60                  	
49                  	4                   	1                   	0                   	60                  	
50                  	7                   	0                   	0                   	60                  	
51                  	9                   	1                   	0                   	60                  	
52                  	6                   	0                   	0                   	60                  	
53                  	5                   	0                   	0                   	30                  	
54                  	5                   	0                   	0                   	60                  	
55                  	6                   	1                   	0                   	60                  	
56                  	3                   	1                   	0                   	30                  	
57                  	0                   	1                   	0                   	60                  	
58                  	0                   	0                   	0                   	60                  	
59                  	7                   	0                   	0                   	60                  	
60                  	2                   	0                   	0                   	60                  	
61                  	1                   	0                   	0                   	60                  	
62                  	7                   	1                   	0                   	60                  	
63                  	0                   	1                   	0                   	60                  	
64                  	6                   	0                   	0                   	60                  	
65                  	6                   	1                   	0                   	60                  	
66                  	5                   	0                   	0                   	60                  	
67                  	6                   	0                   	0                   	30                  	
68                  	8                   	0                   	0                   	60                  	
69                  	8                   	0                   	0                   	60                  	
70                  	6                   	0                   	0                   	60                  	
71                  	7                   	0                   	0                   	60                  	
72                  	7                   	1                   	0                   	60                  	
73                  	6                   	1                   	0                   	60                  	
74                  	8                   	0                   	0                   	60                  	
75                  	2                   	0                   	0                   	30                  	
76                  	4                   	1                   	0                   	30                  	
77                  	5                   	0                   	0                   	60                  	
78                  	4                   	1                   	0                   	60                  	
79                  	4                   	1                   	0                   	60                  	
80                  	8                   	1                   	0                   	60                  	
81                  	5                   	1                   	0                   	60                  	
82                  	8                   	1                   	0                   	60                  	
83                  	2                   	0                   	0                   	30                  	
84                  	8                   	1                   	0                   	60                  	
85                  	0                   	0                   	0                   	60                  	
86                  	1                   	1                   	0                   	60                  	
87                  	7                   	0                   	0                   	60                  	
88                  	1                   	0                   	0                   	60                  	
89                  	4                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
