********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	7                   	1                   	1                   	30                  	
1                   	1                   	0                   	1                   	30                  	
2                   	5                   	1                   	1                   	30                  	
3                   	8                   	1                   	1                   	30                  	
4                   	0                   	0                   	1                   	30                  	
5                   	9                   	1                   	1                   	30                  	
6                   	6                   	0                   	1                   	30                  	
7                   	6                   	0                   	1                   	30                  	
8                   	4                   	1                   	1                   	30                  	
9                   	7                   	1                   	1                   	30                  	
10                  	1                   	1                   	1                   	30                  	
11                  	5                   	0                   	1                   	30                  	
12                  	8                   	0                   	1                   	30                  	
13                  	6                   	1                   	1                   	30                  	
14                  	6                   	1                   	1                   	30                  	
15                  	2                   	0                   	1                   	30                  	
16                  	3                   	0                   	1                   	30                  	
17                  	0                   	0                   	1                   	30                  	
18                  	0                   	1                   	1                   	30                  	
19                  	8                   	1                   	1                   	30                  	
20                  	0                   	0                   	1                   	30                  	
21                  	2                   	1                   	1                   	30                  	
22                  	2                   	0                   	1                   	30                  	
23                  	7                   	0                   	1                   	30                  	
24                  	1                   	1                   	1                   	30                  	
25                  	2                   	0                   	1                   	30                  	
26                  	9                   	1                   	1                   	30                  	
27                  	8                   	0                   	1                   	30                  	
28                  	6                   	0                   	1                   	30                  	
29                  	0                   	1                   	1                   	30                  	
30                  	4                   	0                   	1                   	30                  	
31                  	5                   	0                   	1                   	30                  	
32                  	6                   	0                   	1                   	30                  	
33                  	4                   	0                   	1                   	30                  	
34                  	5                   	1                   	1                   	30                  	
35                  	2                   	0                   	1                   	30                  	
36                  	6                   	0                   	1                   	30                  	
37                  	3                   	0                   	1                   	30                  	
38                  	2                   	0                   	1                   	30                  	
39                  	9                   	1                   	1                   	30                  	
40                  	0                   	0                   	0                   	60                  	
41                  	6                   	1                   	0                   	30                  	
42                  	9                   	0                   	0                   	60                  	
43                  	4                   	1                   	0                   	60                  	
44                  	7                   	0                   	0                   	60                  	
45                  	5                   	1                   	0                   	60                  	
46                  	9                   	1                   	0                   	60                  	
47                  	3                   	0                   	0                   	60                  	
48                  	1                   	1                   	0                   	60                  	
49                  	8                   	0                   	0                   	30                  	
50                  	4                   	1                   	0                   	60                  	
51                  	1                   	0                   	0                   	60                  	
52                  	0                   	1                   	0                   	60                  	
53                  	5                   	1                   	0                   	60                  	
54                  	3                   	0                   	0                   	30                  	
55                  	2                   	0                   	0                   	60                  	
56                  	6                   	0                   	0                   	60                  	
57                  	4                   	1                   	0                   	60                  	
58                  	9                   	1                   	0                   	60                  	
59                  	4                   	0                   	0                   	60                  	
60                  	1                   	0                   	0                   	60                  	
61                  	4                   	0                   	0                   	60                  	
62                  	0                   	1                   	0                   	60                  	
63                  	8                   	0                   	0                   	30                  	
64                  	1                   	0                   	0                   	60                  	
65                  	8                   	0                   	0                   	60                  	
66                  	4                   	1                   	0                   	60                  	
67                  	2                   	1                   	0                   	60                  	
68                  	1                   	1                   	0                   	60                  	
69                  	0                   	0                   	0                   	60                  	
70                  	7                   	0                   	0                   	60                  	
71                  	7                   	0                   	0                   	60                  	
72                  	6                   	0                   	0                   	60                  	
73                  	5                   	0                   	0                   	30                  	
74                  	5                   	1                   	0                   	30                  	
75                  	6                   	1                   	0                   	60                  	
76                  	2                   	0                   	0                   	60                  	
77                  	4                   	0                   	0                   	60                  	
78                  	3                   	0                   	0                   	60                  	
79                  	5                   	0                   	0                   	60                  	
80                  	1                   	0                   	0                   	60                  	
81                  	0                   	1                   	0                   	30                  	
82                  	2                   	1                   	0                   	60                  	
83                  	1                   	0                   	0                   	60                  	
84                  	8                   	0                   	0                   	30                  	
85                  	8                   	1                   	0                   	60                  	
86                  	5                   	1                   	0                   	60                  	
87                  	6                   	0                   	0                   	30                  	
88                  	6                   	1                   	0                   	60                  	
89                  	3                   	0                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
