********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	6                   	0                   	1                   	30                  	
1                   	6                   	0                   	1                   	30                  	
2                   	8                   	1                   	1                   	30                  	
3                   	3                   	0                   	1                   	30                  	
4                   	7                   	1                   	1                   	30                  	
5                   	6                   	1                   	1                   	30                  	
6                   	8                   	1                   	1                   	30                  	
7                   	8                   	0                   	1                   	30                  	
8                   	7                   	0                   	1                   	30                  	
9                   	8                   	0                   	1                   	30                  	
10                  	8                   	1                   	1                   	30                  	
11                  	7                   	1                   	1                   	30                  	
12                  	1                   	1                   	1                   	30                  	
13                  	1                   	1                   	1                   	30                  	
14                  	6                   	1                   	1                   	30                  	
15                  	6                   	0                   	1                   	30                  	
16                  	3                   	0                   	1                   	30                  	
17                  	2                   	0                   	1                   	30                  	
18                  	9                   	1                   	1                   	30                  	
19                  	1                   	0                   	1                   	30                  	
20                  	5                   	0                   	1                   	30                  	
21                  	3                   	1                   	1                   	30                  	
22                  	9                   	1                   	1                   	30                  	
23                  	6                   	1                   	1                   	30                  	
24                  	1                   	1                   	1                   	30                  	
25                  	4                   	1                   	1                   	30                  	
26                  	7                   	1                   	1                   	30                  	
27                  	6                   	0                   	1                   	30                  	
28                  	4                   	0                   	1                   	30                  	
29                  	9                   	0                   	1                   	30                  	
30                  	7                   	0                   	1                   	30                  	
31                  	1                   	0                   	1                   	30                  	
32                  	3                   	0                   	1                   	30                  	
33                  	2                   	0                   	1                   	30                  	
34                  	4                   	0                   	1                   	30                  	
35                  	7                   	0                   	1                   	30                  	
36                  	4                   	0                   	1                   	30                  	
37                  	2                   	1                   	1                   	30                  	
38                  	9                   	1                   	1                   	30                  	
39                  	6                   	1                   	1                   	30                  	
40                  	1                   	0                   	0                   	60                  	
41                  	6                   	0                   	0                   	60                  	
42                  	8                   	0                   	0                   	60                  	
43                  	0                   	0                   	0                   	60                  	
44                  	9                   	1                   	0                   	30                  	
45                  	0                   	0                   	0                   	60                  	
46                  	1                   	0                   	0                   	60                  	
47                  	9                   	0                   	0                   	60                  	
48                  	4                   	1                   	0                   	60                  	
49                  	8                   	1                   	0                   	60                  	
50                  	3                   	0                   	0                   	60                  	
51                  	5                   	1                   	0                   	30                  	
52                  	1                   	0                   	0                   	60                  	
53                  	2                   	1                   	0                   	30                  	
54                  	1                   	0                   	0                   	60                  	
55                  	7                   	1                   	0                   	30                  	
56                  	8                   	0                   	0                   	60                  	
57                  	2                   	1                   	0                   	60                  	
58                  	1                   	1                   	0                   	60                  	
59                  	6                   	0                   	0                   	30                  	
60                  	9                   	1                   	0                   	60                  	
61                  	7                   	1                   	0                   	60                  	
62                  	5                   	1                   	0                   	60                  	
63                  	5                   	1                   	0                   	60                  	
64                  	2                   	1                   	0                   	30                  	
65                  	6                   	0                   	0                   	30                  	
66                  	3                   	1                   	0                   	60                  	
67                  	4                   	1                   	0                   	60                  	
68                  	1                   	0                   	0                   	30                  	
69                  	0                   	0                   	0                   	60                  	
70                  	1                   	1                   	0                   	60                  	
71                  	9                   	1                   	0                   	30                  	
72                  	5                   	1                   	0                   	30                  	
73                  	0                   	0                   	0                   	30                  	
74                  	7                   	1                   	0                   	60                  	
75                  	5                   	1                   	0                   	60                  	
76                  	3                   	1                   	0                   	30                  	
77                  	5                   	1                   	0                   	60                  	
78                  	1                   	1                   	0                   	60                  	
79                  	5                   	1                   	0                   	60                  	
80                  	1                   	1                   	0                   	60                  	
81                  	0                   	1                   	0                   	30                  	
82                  	0                   	0                   	0                   	60                  	
83                  	4                   	0                   	0                   	60                  	
84                  	6                   	0                   	0                   	30                  	
85                  	2                   	1                   	0                   	60                  	
86                  	0                   	1                   	0                   	60                  	
87                  	0                   	0                   	0                   	30                  	
88                  	9                   	1                   	0                   	60                  	
89                  	3                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
