********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	3                   	0                   	1                   	30                  	
1                   	4                   	0                   	1                   	30                  	
2                   	6                   	1                   	1                   	30                  	
3                   	6                   	1                   	1                   	30                  	
4                   	6                   	0                   	1                   	30                  	
5                   	1                   	0                   	1                   	30                  	
6                   	8                   	0                   	1                   	30                  	
7                   	3                   	0                   	1                   	30                  	
8                   	5                   	1                   	1                   	30                  	
9                   	7                   	1                   	1                   	30                  	
10                  	0                   	0                   	1                   	30                  	
11                  	7                   	0                   	1                   	30                  	
12                  	9                   	1                   	1                   	30                  	
13                  	7                   	0                   	1                   	30                  	
14                  	7                   	1                   	1                   	30                  	
15                  	3                   	0                   	1                   	30                  	
16                  	5                   	0                   	1                   	30                  	
17                  	7                   	1                   	1                   	30                  	
18                  	5                   	1                   	1                   	30                  	
19                  	0                   	0                   	1                   	30                  	
20                  	8                   	1                   	1                   	30                  	
21                  	4                   	1                   	1                   	30                  	
22                  	0                   	0                   	1                   	30                  	
23                  	9                   	0                   	1                   	30                  	
24                  	7                   	1                   	1                   	30                  	
25                  	7                   	0                   	1                   	30                  	
26                  	7                   	0                   	1                   	30                  	
27                  	0                   	0                   	1                   	30                  	
28                  	4                   	1                   	1                   	30                  	
29                  	4                   	1                   	1                   	30                  	
30                  	4                   	0                   	1                   	30                  	
31                  	2                   	1                   	1                   	30                  	
32                  	7                   	0                   	1                   	30                  	
33                  	1                   	0                   	1                   	30                  	
34                  	9                   	1                   	1                   	30                  	
35                  	1                   	1                   	1                   	30                  	
36                  	4                   	0                   	1                   	30                  	
37                  	4                   	0                   	1                   	30                  	
38                  	8                   	1                   	1                   	30                  	
39                  	7                   	1                   	1                   	30                  	
40                  	1                   	1                   	0                   	60                  	
41                  	0                   	1                   	0                   	60                  	
42                  	4                   	0                   	0                   	60                  	
43                  	1                   	0                   	0                   	60                  	
44                  	4                   	0                   	0                   	60                  	
45                  	2                   	1                   	0                   	60                  	
46                  	8                   	0                   	0                   	30                  	
47                  	3                   	0                   	0                   	60                  	
48                  	5                   	1                   	0                   	60                  	
49                  	4                   	1                   	0                   	60                  	
50                  	3                   	1                   	0                   	60                  	
51                  	1                   	0                   	0                   	60                  	
52                  	1                   	1                   	0                   	60                  	
53                  	3                   	1                   	0                   	60                  	
54                  	9                   	1                   	0                   	60                  	
55                  	8                   	1                   	0                   	60                  	
56                  	7                   	1                   	0                   	30                  	
57                  	6                   	1                   	0                   	60                  	
58                  	5                   	1                   	0                   	60                  	
59                  	4                   	0                   	0                   	30                  	
60                  	0                   	0                   	0                   	60                  	
61                  	4                   	0                   	0                   	30                  	
62                  	7                   	1                   	0                   	60                  	
63                  	8                   	0                   	0                   	60                  	
64                  	2                   	0                   	0                   	60                  	
65                  	2                   	1                   	0                   	60                  	
66                  	7                   	0                   	0                   	30                  	
67                  	4                   	1                   	0                   	60                  	
68                  	7                   	0                   	0                   	60                  	
69                  	6                   	0                   	0                   	60                  	
70                  	2                   	0                   	0                   	30                  	
71                  	6                   	0                   	0                   	60                  	
72                  	6                   	1                   	0                   	60                  	
73                  	9                   	0                   	0                   	60                  	
74                  	6                   	0                   	0                   	60                  	
75                  	4                   	0                   	0                   	60                  	
76                  	8                   	1                   	0                   	30                  	
77                  	9                   	0                   	0                   	60                  	
78                  	0                   	0                   	0                   	60                  	
79                  	0                   	1                   	0                   	30                  	
80                  	2                   	1                   	0                   	60                  	
81                  	7                   	0                   	0                   	60                  	
82                  	7                   	1                   	0                   	60                  	
83                  	8                   	1                   	0                   	60                  	
84                  	5                   	1                   	0                   	60                  	
85                  	4                   	1                   	0                   	30                  	
86                  	0                   	1                   	0                   	30                  	
87                  	4                   	1                   	0                   	60                  	
88                  	5                   	1                   	0                   	30                  	
89                  	1                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
