********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	2                   	1                   	1                   	30                  	
1                   	2                   	0                   	1                   	30                  	
2                   	0                   	0                   	1                   	30                  	
3                   	8                   	1                   	1                   	30                  	
4                   	1                   	0                   	1                   	30                  	
5                   	7                   	1                   	1                   	30                  	
6                   	0                   	1                   	1                   	30                  	
7                   	0                   	1                   	1                   	30                  	
8                   	4                   	0                   	1                   	30                  	
9                   	6                   	1                   	1                   	30                  	
10                  	8                   	0                   	1                   	30                  	
11                  	4                   	0                   	1                   	30                  	
12                  	5                   	0                   	1                   	30                  	
13                  	0                   	1                   	1                   	30                  	
14                  	3                   	1                   	1                   	30                  	
15                  	1                   	1                   	1                   	30                  	
16                  	5                   	0                   	1                   	30                  	
17                  	3                   	1                   	1                   	30                  	
18                  	6                   	1                   	1                   	30                  	
19                  	8                   	1                   	1                   	30                  	
20                  	6                   	1                   	1                   	30                  	
21                  	2                   	0                   	1                   	30                  	
22                  	3                   	1                   	1                   	30                  	
23                  	9                   	1                   	1                   	30                  	
24                  	4                   	1                   	1                   	30                  	
25                  	9                   	0                   	1                   	30                  	
26                  	3                   	0                   	1                   	30                  	
27                  	1                   	0                   	1                   	30                  	
28                  	1                   	1                   	1                   	30                  	
29                  	0                   	0                   	1                   	30                  	
30                  	6                   	1                   	1                   	30                  	
31                  	0                   	0                   	1                   	30                  	
32                  	5                   	1                   	1                   	30                  	
33                  	3                   	0                   	1                   	30                  	
34                  	1                   	1                   	1                   	30                  	
35                  	2                   	1                   	1                   	30                  	
36                  	3                   	0                   	1                   	30                  	
37                  	4                   	1                   	1                   	30                  	
38                  	4                   	1                   	1                   	30                  	
39                  	4                   	0                   	1                   	30                  	
40                  	8                   	1                   	0                   	60                  	
41                  	7                   	1                   	0                   	60                  	
42                  	0                   	1                   	0                   	60                  	
43                  	6                   	1                   	0                   	60                  	
44                  	4                   	1                   	0                   	30                  	
45                  	6                   	1                   	0                   	60                  	
46                  	0                   	0                   	0                   	60                  	
47                  	9                   	0                   	0                   	60                  	
48                  	2                   	0                   	0                   	60                  	
49                  	2                   	0                   	0                   	60                  	
50                  	1                   	1                   	0                   	30                  	
51                  	4                   	1                   	0                   	60                  	
52                  	8                   	0                   	0                   	60                  	
53                  	4                   	0                   	0                   	30                  	
54                  	6                   	0                   	0                   	60                  	
55                  	5                   	1                   	0                   	30                  	
56                  	8                   	0                   	0                   	60                  	
57                  	5                   	0                   	0                   	60                  	
58                  	6                   	0                   	0                   	60                  	
59                  	3                   	0                   	0                   	60                  	
60                  	9                   	0                   	0                   	60                  	
61                  	2                   	0                   	0                   	60                  	
62                  	4                   	0                   	0                   	60                  	
63                  	1                   	1                   	0                   	60                  	
64                  	8                   	0                   	0                   	60                  	
65                  	4                   	1                   	0                   	60                  	
66                  	9                   	1                   	0                   	60                  	
67                  	7                   	1                   	0                   	60                  	
68                  	6                   	0                   	0                   	60                  	
69                  	5                   	0                   	0                   	60                  	
70                  	3                   	1                   	0                   	60                  	
71                  	1                   	1                   	0                   	60                  	
72                  	6                   	0                   	0                   	30                  	
73                  	4                   	1                   	0                   	60                  	
74                  	7                   	0                   	0                   	60                  	
75                  	9                   	0                   	0                   	60                  	
76                  	2                   	0                   	0                   	30                  	
77                  	0                   	1                   	0                   	60                  	
78                  	7                   	0                   	0                   	30                  	
79                  	1                   	0                   	0                   	60                  	
80                  	6                   	0                   	0                   	60                  	
81                  	5                   	0                   	0                   	60                  	
82                  	9                   	1                   	0                   	30                  	
83                  	2                   	0                   	0                   	60                  	
84                  	2                   	1                   	0                   	60                  	
85                  	1                   	0                   	0                   	60                  	
86                  	0                   	1                   	0                   	60                  	
87                  	0                   	1                   	0                   	30                  	
88                  	6                   	1                   	0                   	30                  	
89                  	5                   	0                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
