********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	4                   	0                   	1                   	30                  	
1                   	8                   	0                   	1                   	30                  	
2                   	4                   	0                   	1                   	30                  	
3                   	9                   	1                   	1                   	30                  	
4                   	0                   	0                   	1                   	30                  	
5                   	5                   	0                   	1                   	30                  	
6                   	1                   	0                   	1                   	30                  	
7                   	8                   	0                   	1                   	30                  	
8                   	4                   	0                   	1                   	30                  	
9                   	5                   	0                   	1                   	30                  	
10                  	3                   	1                   	1                   	30                  	
11                  	4                   	1                   	1                   	30                  	
12                  	9                   	0                   	1                   	30                  	
13                  	2                   	1                   	1                   	30                  	
14                  	6                   	0                   	1                   	30                  	
15                  	3                   	0                   	1                   	30                  	
16                  	2                   	0                   	1                   	30                  	
17                  	5                   	1                   	1                   	30                  	
18                  	4                   	1                   	1                   	30                  	
19                  	9                   	1                   	1                   	30                  	
20                  	7                   	1                   	1                   	30                  	
21                  	2                   	0                   	1                   	30                  	
22                  	5                   	0                   	1                   	30                  	
23                  	4                   	0                   	1                   	30                  	
24                  	9                   	0                   	1                   	30                  	
25                  	4                   	0                   	1                   	30                  	
26                  	2                   	0                   	1                   	30                  	
27                  	9                   	1                   	1                   	30                  	
28                  	9                   	0                   	1                   	30                  	
29                  	5                   	1                   	1                   	30                  	
30                  	5                   	0                   	1                   	30                  	
31                  	4                   	0                   	1                   	30                  	
32                  	6                   	1                   	1                   	30                  	
33                  	9                   	0                   	1                   	30                  	
34                  	7                   	1                   	1                   	30                  	
35                  	8                   	1                   	1                   	30                  	
36                  	8                   	0                   	1                   	30                  	
37                  	6                   	0                   	1                   	30                  	
38                  	0                   	1                   	1                   	30                  	
39                  	9                   	1                   	1                   	30                  	
40                  	6                   	0                   	0                   	60                  	
41                  	3                   	1                   	0                   	60                  	
42                  	0                   	1                   	0                   	60                  	
43                  	7                   	1                   	0                   	60                  	
44                  	8                   	0                   	0                   	30                  	
45                  	5                   	0                   	0                   	60                  	
46                  	9                   	0                   	0                   	60                  	
47                  	9                   	0                   	0                   	30                  	
48                  	3                   	1                   	0                   	60                  	
49                  	8                   	1                   	0                   	60                  	
50                  	0                   	1                   	0                   	60                  	
51                  	1                   	0                   	0                   	30                  	
52                  	6                   	1                   	0                   	60                  	
53                  	2                   	0                   	0                   	60                  	
54                  	8                   	1                   	0                   	60                  	
55                  	1                   	0                   	0                   	60                  	
56                  	7                   	1                   	0                   	60                  	
57                  	1                   	1                   	0                   	60                  	
58                  	9                   	0                   	0                   	30                  	
59                  	7                   	1                   	0                   	60                  	
60                  	4                   	1                   	0                   	60                  	
61                  	6                   	0                   	0                   	60                  	
62                  	1                   	0                   	0                   	60                  	
63                  	8                   	1                   	0                   	60                  	
64                  	6                   	1                   	0                   	60                  	
65                  	9                   	1                   	0                   	60                  	
66                  	5                   	0                   	0                   	60                  	
67                  	1                   	0                   	0                   	30                  	
68                  	1                   	0                   	0                   	60                  	
69                  	2                   	0                   	0                   	60                  	
70                  	5                   	1                   	0                   	60                  	
71                  	0                   	0                   	0                   	60                  	
72                  	7                   	0                   	0                   	60                  	
73                  	4                   	0                   	0                   	30                  	
74                  	8                   	1                   	0                   	60                  	
75                  	4                   	1                   	0                   	60                  	
76                  	9                   	1                   	0                   	30                  	
77                  	8                   	0                   	0                   	60                  	
78                  	3                   	1                   	0                   	60                  	
79                  	3                   	1                   	0                   	60                  	
80                  	3                   	0                   	0                   	60                  	
81                  	8                   	1                   	0                   	60                  	
82                  	6                   	0                   	0                   	60                  	
83                  	5                   	0                   	0                   	30                  	
84                  	8                   	0                   	0                   	60                  	
85                  	2                   	0                   	0                   	30                  	
86                  	7                   	0                   	0                   	60                  	
87                  	6                   	0                   	0                   	60                  	
88                  	4                   	0                   	0                   	30                  	
89                  	4                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
