********************************************************************************************************************************************************************************************************
basic info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    40
engine_to_start      50
steps                902
resources            20
********************************************************************************************************************************************************************************************************
resource availability
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0    	R1    	R2    	R3    	R4    	R5    	R6    	R7    	R8    	R9    	R10   	R11   	R12   	R13   	R14   	R15   	R16   	R17   	R18   	R19   	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
********************************************************************************************************************************************************************************************************
engine info
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	0                   	0                   	1                   	30                  	
1                   	5                   	0                   	1                   	30                  	
2                   	9                   	0                   	1                   	30                  	
3                   	6                   	1                   	1                   	30                  	
4                   	1                   	0                   	1                   	30                  	
5                   	0                   	0                   	1                   	30                  	
6                   	9                   	1                   	1                   	30                  	
7                   	0                   	0                   	1                   	30                  	
8                   	7                   	1                   	1                   	30                  	
9                   	0                   	1                   	1                   	30                  	
10                  	2                   	1                   	1                   	30                  	
11                  	8                   	0                   	1                   	30                  	
12                  	7                   	1                   	1                   	30                  	
13                  	7                   	0                   	1                   	30                  	
14                  	4                   	0                   	1                   	30                  	
15                  	1                   	1                   	1                   	30                  	
16                  	9                   	0                   	1                   	30                  	
17                  	4                   	1                   	1                   	30                  	
18                  	8                   	0                   	1                   	30                  	
19                  	8                   	0                   	1                   	30                  	
20                  	0                   	0                   	1                   	30                  	
21                  	4                   	0                   	1                   	30                  	
22                  	6                   	0                   	1                   	30                  	
23                  	2                   	0                   	1                   	30                  	
24                  	2                   	0                   	1                   	30                  	
25                  	1                   	0                   	1                   	30                  	
26                  	5                   	1                   	1                   	30                  	
27                  	7                   	1                   	1                   	30                  	
28                  	3                   	1                   	1                   	30                  	
29                  	1                   	0                   	1                   	30                  	
30                  	7                   	0                   	1                   	30                  	
31                  	7                   	1                   	1                   	30                  	
32                  	6                   	1                   	1                   	30                  	
33                  	2                   	0                   	1                   	30                  	
34                  	3                   	1                   	1                   	30                  	
35                  	8                   	0                   	1                   	30                  	
36                  	1                   	0                   	1                   	30                  	
37                  	3                   	1                   	1                   	30                  	
38                  	3                   	1                   	1                   	30                  	
39                  	3                   	0                   	1                   	30                  	
40                  	6                   	1                   	0                   	60                  	
41                  	1                   	1                   	0                   	60                  	
42                  	2                   	0                   	0                   	60                  	
43                  	3                   	0                   	0                   	60                  	
44                  	6                   	0                   	0                   	60                  	
45                  	7                   	1                   	0                   	60                  	
46                  	1                   	1                   	0                   	30                  	
47                  	4                   	0                   	0                   	60                  	
48                  	0                   	1                   	0                   	60                  	
49                  	8                   	0                   	0                   	60                  	
50                  	4                   	1                   	0                   	60                  	
51                  	7                   	1                   	0                   	60                  	
52                  	2                   	0                   	0                   	60                  	
53                  	3                   	0                   	0                   	60                  	
54                  	0                   	0                   	0                   	30                  	
55                  	1                   	0                   	0                   	60                  	
56                  	2                   	0                   	0                   	30                  	
57                  	7                   	1                   	0                   	60                  	
58                  	0                   	1                   	0                   	60                  	
59                  	6                   	0                   	0                   	60                  	
60                  	8                   	0                   	0                   	60                  	
61                  	9                   	0                   	0                   	30                  	
62                  	6                   	1                   	0                   	60                  	
63                  	0                   	1                   	0                   	60                  	
64                  	7                   	1                   	0                   	30                  	
65                  	6                   	0                   	0                   	60                  	
66                  	6                   	0                   	0                   	30                  	
67                  	2                   	1                   	0                   	60                  	
68                  	3                   	0                   	0                   	60                  	
69                  	5                   	1                   	0                   	60                  	
70                  	2                   	1                   	0                   	60                  	
71                  	0                   	0                   	0                   	60                  	
72                  	9                   	1                   	0                   	60                  	
73                  	7                   	0                   	0                   	30                  	
74                  	6                   	1                   	0                   	60                  	
75                  	7                   	0                   	0                   	60                  	
76                  	7                   	1                   	0                   	60                  	
77                  	4                   	1                   	0                   	60                  	
78                  	6                   	1                   	0                   	60                  	
79                  	3                   	1                   	0                   	60                  	
80                  	6                   	0                   	0                   	60                  	
81                  	2                   	1                   	0                   	60                  	
82                  	6                   	1                   	0                   	30                  	
83                  	8                   	1                   	0                   	60                  	
84                  	1                   	0                   	0                   	30                  	
85                  	6                   	1                   	0                   	30                  	
86                  	2                   	1                   	0                   	60                  	
87                  	7                   	0                   	0                   	60                  	
88                  	6                   	0                   	0                   	60                  	
89                  	6                   	1                   	0                   	60                  	
********************************************************************************************************************************************************************************************************
